model_run,time,volume
EC-Earth3-Veg_ssp119,2076,632722471.6024439
EC-Earth3-Veg_ssp119,2077,623971559.9704874
EC-Earth3-Veg_ssp119,2078,617906810.6597542
EC-Earth3-Veg_ssp119,2079,602668470.1696059
EC-Earth3-Veg_ssp119,2080,596779814.9885483
EC-Earth3-Veg_ssp119,2081,568700304.252587
EC-Earth3-Veg_ssp119,2082,539286490.275864
EC-Earth3-Veg_ssp119,2083,537557216.095183
EC-Earth3-Veg_ssp119,2084,537422742.9897152
EC-Earth3-Veg_ssp119,2085,537185917.6918259
EC-Earth3-Veg_ssp119,2086,529583883.9609509
EC-Earth3-Veg_ssp119,2087,529209293.52073437
EC-Earth3-Veg_ssp119,2088,528569770.3045569
EC-Earth3-Veg_ssp119,2089,525627661.49638796
EC-Earth3-Veg_ssp119,2090,519154232.1954664
EC-Earth3-Veg_ssp119,2091,516678681.3871025
EC-Earth3-Veg_ssp119,2092,516486614.3030361
EC-Earth3-Veg_ssp119,2093,511026648.2284057
EC-Earth3-Veg_ssp119,2094,508885633.0239721
EC-Earth3-Veg_ssp119,2095,505853268.55415964
EC-Earth3-Veg_ssp119,2096,502277696.68052346
EC-Earth3-Veg_ssp119,2097,499082955.4980296
EC-Earth3-Veg_ssp119,2098,484801971.86334616
EC-Earth3-Veg_ssp119,2099,474998103.4448883
EC-Earth3-Veg_ssp119,2100,472066956.07279015
GFDL-ESM4_ssp119,2023,4720887692.219808
GFDL-ESM4_ssp119,2024,4550202594.920407
GFDL-ESM4_ssp119,2025,4459759873.393713
GFDL-ESM4_ssp119,2026,4341057834.34371
GFDL-ESM4_ssp119,2027,4149930545.330448
GFDL-ESM4_ssp119,2028,4072666660.1166344
GFDL-ESM4_ssp119,2029,3896776410.530046
GFDL-ESM4_ssp119,2030,3722121711.74803
GFDL-ESM4_ssp119,2031,3618715467.8432465
GFDL-ESM4_ssp119,2032,3364987608.3084106
GFDL-ESM4_ssp119,2033,3153002679.8040338
GFDL-ESM4_ssp119,2034,3025233290.8462105
GFDL-ESM4_ssp119,2035,2934491834.537059
GFDL-ESM4_ssp119,2036,2854777333.9868355
GFDL-ESM4_ssp119,2037,2757098813.257379
GFDL-ESM4_ssp119,2038,2698114143.0221896
GFDL-ESM4_ssp119,2039,2616397841.29852
GFDL-ESM4_ssp119,2040,2510578987.955335
GFDL-ESM4_ssp119,2041,2395171124.6920276
GFDL-ESM4_ssp119,2042,2341881412.7483616
GFDL-ESM4_ssp119,2043,2248782881.87193
GFDL-ESM4_ssp119,2044,2160891665.920601
GFDL-ESM4_ssp119,2045,1989164066.181648
GFDL-ESM4_ssp119,2046,1950325011.8629923
GFDL-ESM4_ssp119,2047,1866395141.2621973
GFDL-ESM4_ssp119,2048,1833113634.494777
GFDL-ESM4_ssp119,2049,1786790031.507459
GFDL-ESM4_ssp119,2050,1739117384.0492015
GFDL-ESM4_ssp119,2051,1666968056.9183807
GFDL-ESM4_ssp119,2052,1614711056.242845
GFDL-ESM4_ssp119,2053,1523042468.461178
GFDL-ESM4_ssp119,2054,1480214269.74531
GFDL-ESM4_ssp119,2055,1457819599.3131218
GFDL-ESM4_ssp119,2056,1415128656.4788892
GFDL-ESM4_ssp119,2057,1378935123.934034
GFDL-ESM4_ssp119,2058,1355316207.9921346
GFDL-ESM4_ssp119,2059,1343850449.0281553
GFDL-ESM4_ssp119,2060,1311700532.0196674
GFDL-ESM4_ssp119,2061,1287805016.1700494
GFDL-ESM4_ssp119,2062,1250065803.3828316
GFDL-ESM4_ssp119,2063,1225189625.0159922
GFDL-ESM4_ssp119,2064,1218441765.0401099
GFDL-ESM4_ssp119,2065,1194443615.5905688
GFDL-ESM4_ssp119,2066,1166862779.3079243
GFDL-ESM4_ssp119,2067,1143024651.8345494
GFDL-ESM4_ssp119,2068,1122365283.9182487
GFDL-ESM4_ssp119,2069,1113327301.1397889
GFDL-ESM4_ssp119,2070,1109525161.104254
GFDL-ESM4_ssp119,2071,1089800135.74046
GFDL-ESM4_ssp119,2072,1085115268.0143776
GFDL-ESM4_ssp119,2073,1071836436.4470283
GFDL-ESM4_ssp119,2074,1056522925.9238098
GFDL-ESM4_ssp119,2075,1050202011.232649
GFDL-ESM4_ssp119,2076,1035164377.4294397
GFDL-ESM4_ssp119,2077,1004406542.0925614
GFDL-ESM4_ssp119,2078,1004114817.4222728
GFDL-ESM4_ssp119,2079,999693636.4221325
GFDL-ESM4_ssp119,2080,993442169.2529297
GFDL-ESM4_ssp119,2081,991792308.6255907
GFDL-ESM4_ssp119,2082,978369618.8658907
GFDL-ESM4_ssp119,2083,966336923.9027675
GFDL-ESM4_ssp119,2084,954786863.0113574
GFDL-ESM4_ssp119,2085,950261625.3366748
GFDL-ESM4_ssp119,2086,947082022.286458
GFDL-ESM4_ssp119,2087,942625697.0480962
GFDL-ESM4_ssp119,2088,942238261.4764899
GFDL-ESM4_ssp119,2089,941471905.5870222
GFDL-ESM4_ssp119,2090,931475081.4068416
GFDL-ESM4_ssp119,2091,922071029.8107084
GFDL-ESM4_ssp119,2092,914811806.1779568
GFDL-ESM4_ssp119,2093,910666249.3568014
GFDL-ESM4_ssp119,2094,905585357.7072402
GFDL-ESM4_ssp119,2095,903720069.9589907
GFDL-ESM4_ssp119,2096,900453594.8990996
GFDL-ESM4_ssp119,2097,899749749.115933
GFDL-ESM4_ssp119,2098,898468353.8950865
GFDL-ESM4_ssp119,2099,896776916.5800999
GFDL-ESM4_ssp119,2100,893521163.4344981
MRI-ESM2-0_ssp119,2023,4720887692.219808
MRI-ESM2-0_ssp119,2024,4351973977.680572
MRI-ESM2-0_ssp119,2025,4016644133.5377536
MRI-ESM2-0_ssp119,2026,3642278647.3648887
MRI-ESM2-0_ssp119,2027,3360141795.351501
MRI-ESM2-0_ssp119,2028,3042284861.785343
MRI-ESM2-0_ssp119,2029,2800125084.5030403
MRI-ESM2-0_ssp119,2030,2595155914.309618
MRI-ESM2-0_ssp119,2031,2464137764.3941407
MRI-ESM2-0_ssp119,2032,2316023450.174222
MRI-ESM2-0_ssp119,2033,2119088764.157698
MRI-ESM2-0_ssp119,2034,1862561539.866423
MRI-ESM2-0_ssp119,2035,1734633926.8896537
MRI-ESM2-0_ssp119,2036,1532970834.6201942
MRI-ESM2-0_ssp119,2037,1345668215.3679352
MRI-ESM2-0_ssp119,2038,1261806391.9779532
MRI-ESM2-0_ssp119,2039,1136539406.3133073
MRI-ESM2-0_ssp119,2040,1016386729.1067436
MRI-ESM2-0_ssp119,2041,901414072.4229174
MRI-ESM2-0_ssp119,2042,797163350.7111349
MRI-ESM2-0_ssp119,2043,726651691.3533502
MRI-ESM2-0_ssp119,2044,666112764.4987051
MRI-ESM2-0_ssp119,2045,624160710.1000717
MRI-ESM2-0_ssp119,2046,517513643.2234832
MRI-ESM2-0_ssp119,2047,501619592.3214586
MRI-ESM2-0_ssp119,2048,459575927.45862716
MRI-ESM2-0_ssp119,2049,391305904.254772
MRI-ESM2-0_ssp119,2050,352991940.32247514
MRI-ESM2-0_ssp119,2051,318733393.4183856
MRI-ESM2-0_ssp119,2052,296739862.9591768
MRI-ESM2-0_ssp119,2053,259191915.12645462
MRI-ESM2-0_ssp119,2054,256140325.89075893
MRI-ESM2-0_ssp119,2055,241219258.52634114
MRI-ESM2-0_ssp119,2056,221550343.061103
MRI-ESM2-0_ssp119,2057,198388859.6245697
MRI-ESM2-0_ssp119,2058,175354086.37275183
MRI-ESM2-0_ssp119,2059,161222057.8079459
MRI-ESM2-0_ssp119,2060,154246434.19772977
MRI-ESM2-0_ssp119,2061,132001828.61962356
MRI-ESM2-0_ssp119,2062,121067364.51854308
MRI-ESM2-0_ssp119,2063,119060581.03824294
MRI-ESM2-0_ssp119,2064,109068063.53036936
MRI-ESM2-0_ssp119,2065,105467220.1028815
MRI-ESM2-0_ssp119,2066,98208650.54859826
MRI-ESM2-0_ssp119,2067,91321441.58674484
MRI-ESM2-0_ssp119,2068,87873448.18286355
MRI-ESM2-0_ssp119,2069,78974926.49640298
MRI-ESM2-0_ssp119,2070,74892738.23142152
MRI-ESM2-0_ssp119,2071,74519020.77582516
MRI-ESM2-0_ssp119,2072,72183542.36720403
MRI-ESM2-0_ssp119,2073,72136425.34876855
MRI-ESM2-0_ssp119,2074,71202655.64400247
MRI-ESM2-0_ssp119,2075,68687206.99084634
MRI-ESM2-0_ssp119,2076,65881718.33357857
MRI-ESM2-0_ssp119,2077,64920482.294224076
MRI-ESM2-0_ssp119,2078,64851526.01557011
MRI-ESM2-0_ssp119,2079,63913135.44940105
MRI-ESM2-0_ssp119,2080,63884551.101605505
MRI-ESM2-0_ssp119,2081,62731988.74533624
MRI-ESM2-0_ssp119,2082,62353953.6361516
MRI-ESM2-0_ssp119,2083,62300032.749527164
MRI-ESM2-0_ssp119,2084,61970431.280275196
MRI-ESM2-0_ssp119,2085,60911512.04950953
MRI-ESM2-0_ssp119,2086,60502335.05220533
MRI-ESM2-0_ssp119,2087,60293857.81915735
MRI-ESM2-0_ssp119,2088,58562997.828687474
MRI-ESM2-0_ssp119,2089,58177226.62617166
MRI-ESM2-0_ssp119,2090,58120676.57129431
MRI-ESM2-0_ssp119,2091,57721357.09155202
MRI-ESM2-0_ssp119,2092,57678911.822451934
MRI-ESM2-0_ssp119,2093,56885334.83562116
MRI-ESM2-0_ssp119,2094,56874212.1454562
MRI-ESM2-0_ssp119,2095,56792969.40706982
MRI-ESM2-0_ssp119,2096,56755884.33652527
MRI-ESM2-0_ssp119,2097,56677658.50393902
MRI-ESM2-0_ssp119,2098,56677310.60368319
MRI-ESM2-0_ssp119,2099,56656063.58968012
MRI-ESM2-0_ssp119,2100,56578851.04382045
FGOALS-f3-L_ssp126,2023,4720887692.219808
FGOALS-f3-L_ssp126,2024,4482205986.482202
FGOALS-f3-L_ssp126,2025,4263849232.2409344
FGOALS-f3-L_ssp126,2026,3975562817.5065384
FGOALS-f3-L_ssp126,2027,3766566558.799333
FGOALS-f3-L_ssp126,2028,3625173581.2985086
FGOALS-f3-L_ssp126,2029,3475835831.883226
FGOALS-f3-L_ssp126,2030,3178980710.6468062
FGOALS-f3-L_ssp126,2031,3159253546.310035
FGOALS-f3-L_ssp126,2032,3095201158.6834083
FGOALS-f3-L_ssp126,2033,2986475523.285768
FGOALS-f3-L_ssp126,2034,2828159592.7652526
FGOALS-f3-L_ssp126,2035,2764627943.17357
FGOALS-f3-L_ssp126,2036,2757773911.66243
FGOALS-f3-L_ssp126,2037,2697569148.6870613
FGOALS-f3-L_ssp126,2038,2595791586.0420537
FGOALS-f3-L_ssp126,2039,2549487018.305307
FGOALS-f3-L_ssp126,2040,2425683242.253531
FGOALS-f3-L_ssp126,2041,2318775951.416455
FGOALS-f3-L_ssp126,2042,2202416663.7076373
FGOALS-f3-L_ssp126,2043,2154555096.3882685
FGOALS-f3-L_ssp126,2044,2010296455.3080792
FGOALS-f3-L_ssp126,2045,1910138435.0302613
FGOALS-f3-L_ssp126,2046,1788450803.7170882
FGOALS-f3-L_ssp126,2047,1713122167.807733
FGOALS-f3-L_ssp126,2048,1557773085.3471382
FGOALS-f3-L_ssp126,2049,1496377585.6925614
FGOALS-f3-L_ssp126,2050,1359331427.8077977
FGOALS-f3-L_ssp126,2051,1247905615.6312785
FGOALS-f3-L_ssp126,2052,1137308016.3302884
FGOALS-f3-L_ssp126,2053,1046424812.3734213
FGOALS-f3-L_ssp126,2054,961105102.5785136
FGOALS-f3-L_ssp126,2055,870089702.265578
FGOALS-f3-L_ssp126,2056,831081550.0938919
FGOALS-f3-L_ssp126,2057,763811769.5224109
FGOALS-f3-L_ssp126,2058,691654252.6524358
FGOALS-f3-L_ssp126,2059,667349407.0978373
FGOALS-f3-L_ssp126,2060,644749277.6013268
FGOALS-f3-L_ssp126,2061,616852636.5030808
FGOALS-f3-L_ssp126,2062,601030144.3443351
FGOALS-f3-L_ssp126,2063,548559580.4779861
FGOALS-f3-L_ssp126,2064,471626027.0497204
FGOALS-f3-L_ssp126,2065,399473518.3765714
FGOALS-f3-L_ssp126,2066,359034527.214169
FGOALS-f3-L_ssp126,2067,312027848.4890634
FGOALS-f3-L_ssp126,2068,283342793.7228017
FGOALS-f3-L_ssp126,2069,275297372.7317557
FGOALS-f3-L_ssp126,2070,251481675.56402555
FGOALS-f3-L_ssp126,2071,234495832.03831765
FGOALS-f3-L_ssp126,2072,217414005.54130027
FGOALS-f3-L_ssp126,2073,202672679.09527355
FGOALS-f3-L_ssp126,2074,181612535.89669195
FGOALS-f3-L_ssp126,2075,176195412.49477187
FGOALS-f3-L_ssp126,2076,168521811.20393175
FGOALS-f3-L_ssp126,2077,161069920.09535792
FGOALS-f3-L_ssp126,2078,154789381.09139615
FGOALS-f3-L_ssp126,2079,150733621.86892614
FGOALS-f3-L_ssp126,2080,146407448.5953334
FGOALS-f3-L_ssp126,2081,137902578.5267692
FGOALS-f3-L_ssp126,2082,137757204.62542439
FGOALS-f3-L_ssp126,2083,126980498.83555694
FGOALS-f3-L_ssp126,2084,120558946.52827351
FGOALS-f3-L_ssp126,2085,119224612.42468245
FGOALS-f3-L_ssp126,2086,117499627.27789235
FGOALS-f3-L_ssp126,2087,114516360.36855935
FGOALS-f3-L_ssp126,2088,111943813.94995466
FGOALS-f3-L_ssp126,2089,109970674.53139748
FGOALS-f3-L_ssp126,2090,108514158.95511188
FGOALS-f3-L_ssp126,2091,103425476.39831664
FGOALS-f3-L_ssp126,2092,100522321.3132829
FGOALS-f3-L_ssp126,2093,98889280.38824466
FGOALS-f3-L_ssp126,2094,98811567.9699352
FGOALS-f3-L_ssp126,2095,98111154.5908582
FGOALS-f3-L_ssp126,2096,95862506.19960058
FGOALS-f3-L_ssp126,2097,95243942.10736799
FGOALS-f3-L_ssp126,2098,95115931.9107477
FGOALS-f3-L_ssp126,2099,95070197.03776467
FGOALS-f3-L_ssp126,2100,94720815.20389144
GFDL-ESM4_ssp126,2023,4720887692.219808
GFDL-ESM4_ssp126,2024,4524682695.78165
GFDL-ESM4_ssp126,2025,4155300135.6539946
GFDL-ESM4_ssp126,2026,3978424874.610458
GFDL-ESM4_ssp126,2027,3881775239.8541393
GFDL-ESM4_ssp126,2028,3707533270.2555017
GFDL-ESM4_ssp126,2029,3555709091.07362
GFDL-ESM4_ssp126,2030,3379296336.4692016
GFDL-ESM4_ssp126,2031,3102649146.32172
GFDL-ESM4_ssp126,2032,2951485447.91955
GFDL-ESM4_ssp126,2033,2826524658.5335803
GFDL-ESM4_ssp126,2034,2752993890.199843
GFDL-ESM4_ssp126,2035,2711617287.7543902
GFDL-ESM4_ssp126,2036,2484320044.4703197
GFDL-ESM4_ssp126,2037,2304080980.392017
GFDL-ESM4_ssp126,2038,2221009044.841488
GFDL-ESM4_ssp126,2039,2117211228.7935846
GFDL-ESM4_ssp126,2040,2030156335.879601
GFDL-ESM4_ssp126,2041,1927544166.026328
GFDL-ESM4_ssp126,2042,1796515038.3545759
GFDL-ESM4_ssp126,2043,1730404942.8219364
GFDL-ESM4_ssp126,2044,1693470615.187333
GFDL-ESM4_ssp126,2045,1612741025.1871107
GFDL-ESM4_ssp126,2046,1586614369.5066872
GFDL-ESM4_ssp126,2047,1528295482.3948145
GFDL-ESM4_ssp126,2048,1449496729.5813885
GFDL-ESM4_ssp126,2049,1356512372.0231838
GFDL-ESM4_ssp126,2050,1288820329.8184206
GFDL-ESM4_ssp126,2051,1270990816.4832325
GFDL-ESM4_ssp126,2052,1208055449.8175695
GFDL-ESM4_ssp126,2053,1145363121.2112737
GFDL-ESM4_ssp126,2054,1111804169.6242416
GFDL-ESM4_ssp126,2055,1099705776.9613502
GFDL-ESM4_ssp126,2056,1088104281.8091536
GFDL-ESM4_ssp126,2057,1068291611.0864693
GFDL-ESM4_ssp126,2058,1042210391.9533718
GFDL-ESM4_ssp126,2059,1022047120.6659547
GFDL-ESM4_ssp126,2060,965422645.2169855
GFDL-ESM4_ssp126,2061,945442917.62682
GFDL-ESM4_ssp126,2062,886620646.6455886
GFDL-ESM4_ssp126,2063,836740195.6278104
GFDL-ESM4_ssp126,2064,827231589.1473414
GFDL-ESM4_ssp126,2065,820228327.3815974
GFDL-ESM4_ssp126,2066,816409335.2838105
GFDL-ESM4_ssp126,2067,801106431.3027432
GFDL-ESM4_ssp126,2068,783806349.0330565
GFDL-ESM4_ssp126,2069,765504002.2687987
GFDL-ESM4_ssp126,2070,739043244.8564482
GFDL-ESM4_ssp126,2071,699787878.2737392
GFDL-ESM4_ssp126,2072,673190851.4338205
GFDL-ESM4_ssp126,2073,669381575.8927941
GFDL-ESM4_ssp126,2074,660875598.8382889
GFDL-ESM4_ssp126,2075,647841999.1254077
GFDL-ESM4_ssp126,2076,629231522.317875
GFDL-ESM4_ssp126,2077,619324103.4764802
GFDL-ESM4_ssp126,2078,612869893.9990394
GFDL-ESM4_ssp126,2079,604149147.2773796
GFDL-ESM4_ssp126,2080,586665320.6641377
GFDL-ESM4_ssp126,2081,581670222.6015518
GFDL-ESM4_ssp126,2082,581605634.5909904
GFDL-ESM4_ssp126,2083,579609261.1468952
GFDL-ESM4_ssp126,2084,579565571.7230338
GFDL-ESM4_ssp126,2085,578594518.789336
GFDL-ESM4_ssp126,2086,576443612.7695339
GFDL-ESM4_ssp126,2087,575531489.7264014
GFDL-ESM4_ssp126,2088,575510094.1789074
GFDL-ESM4_ssp126,2089,574479043.2544019
GFDL-ESM4_ssp126,2090,566940610.4865319
GFDL-ESM4_ssp126,2091,563691368.3868747
GFDL-ESM4_ssp126,2092,559172025.5575674
GFDL-ESM4_ssp126,2093,556056235.8020587
GFDL-ESM4_ssp126,2094,555630756.868795
GFDL-ESM4_ssp126,2095,552272003.5415728
GFDL-ESM4_ssp126,2096,551260501.8702264
GFDL-ESM4_ssp126,2097,545604941.5869616
GFDL-ESM4_ssp126,2098,542221879.3403518
GFDL-ESM4_ssp126,2099,541522242.3036741
GFDL-ESM4_ssp126,2100,541202720.9034437
INM-CM4-8_ssp126,2023,4720887692.219808
INM-CM4-8_ssp126,2024,4505858798.516459
INM-CM4-8_ssp126,2025,4396705862.697238
INM-CM4-8_ssp126,2026,4341412850.423552
INM-CM4-8_ssp126,2027,4281140672.591486
INM-CM4-8_ssp126,2028,4119118161.917472
INM-CM4-8_ssp126,2029,4009873801.5305653
INM-CM4-8_ssp126,2030,3976701090.613218
INM-CM4-8_ssp126,2031,3713417550.1734223
INM-CM4-8_ssp126,2032,3621094897.7703276
INM-CM4-8_ssp126,2033,3543856193.514787
INM-CM4-8_ssp126,2034,3375523117.367708
INM-CM4-8_ssp126,2035,3227876389.8148017
INM-CM4-8_ssp126,2036,2964979156.7499347
INM-CM4-8_ssp126,2037,2934696625.773646
INM-CM4-8_ssp126,2038,2809694423.0721173
INM-CM4-8_ssp126,2039,2741403094.001684
INM-CM4-8_ssp126,2040,2521669068.5039096
INM-CM4-8_ssp126,2041,2438897969.517414
INM-CM4-8_ssp126,2042,2345362313.574806
INM-CM4-8_ssp126,2043,2191071749.0369296
INM-CM4-8_ssp126,2044,2023456798.299843
INM-CM4-8_ssp126,2045,1922071996.901036
INM-CM4-8_ssp126,2046,1733565173.078873
INM-CM4-8_ssp126,2047,1556332097.2447207
INM-CM4-8_ssp126,2048,1496826767.3378897
INM-CM4-8_ssp126,2049,1418134100.5826554
INM-CM4-8_ssp126,2050,1330897610.5761058
INM-CM4-8_ssp126,2051,1197489074.152965
INM-CM4-8_ssp126,2052,1127564956.681142
INM-CM4-8_ssp126,2053,1092790784.2515671
INM-CM4-8_ssp126,2054,1075296339.9760118
INM-CM4-8_ssp126,2055,1043279915.6502339
INM-CM4-8_ssp126,2056,988760266.2276766
INM-CM4-8_ssp126,2057,974756769.5514587
INM-CM4-8_ssp126,2058,940878959.4733243
INM-CM4-8_ssp126,2059,870220822.4478726
INM-CM4-8_ssp126,2060,807095541.6414342
INM-CM4-8_ssp126,2061,785432756.9055971
INM-CM4-8_ssp126,2062,758791066.5586439
INM-CM4-8_ssp126,2063,669268768.8315781
INM-CM4-8_ssp126,2064,602664991.3768605
INM-CM4-8_ssp126,2065,574844254.4960345
INM-CM4-8_ssp126,2066,532848344.4640968
INM-CM4-8_ssp126,2067,505468805.69827116
INM-CM4-8_ssp126,2068,418937772.302395
INM-CM4-8_ssp126,2069,415950602.2370024
INM-CM4-8_ssp126,2070,407953669.17927486
INM-CM4-8_ssp126,2071,393962738.57184386
INM-CM4-8_ssp126,2072,383175297.8625606
INM-CM4-8_ssp126,2073,364733833.14948624
INM-CM4-8_ssp126,2074,364410656.62149674
INM-CM4-8_ssp126,2075,354236526.962388
INM-CM4-8_ssp126,2076,318379163.51337177
INM-CM4-8_ssp126,2077,314388128.1740295
INM-CM4-8_ssp126,2078,292912075.62102896
INM-CM4-8_ssp126,2079,277186615.76277
INM-CM4-8_ssp126,2080,275011062.6195727
INM-CM4-8_ssp126,2081,270505524.50937325
INM-CM4-8_ssp126,2082,259504978.4122768
INM-CM4-8_ssp126,2083,244521177.35571384
INM-CM4-8_ssp126,2084,226716086.6620784
INM-CM4-8_ssp126,2085,221908467.3204071
INM-CM4-8_ssp126,2086,217709178.97461587
INM-CM4-8_ssp126,2087,217619573.05840057
INM-CM4-8_ssp126,2088,213633974.51648498
INM-CM4-8_ssp126,2089,207971183.70340523
INM-CM4-8_ssp126,2090,207899905.13799703
INM-CM4-8_ssp126,2091,204905806.76863602
INM-CM4-8_ssp126,2092,201588725.8545289
INM-CM4-8_ssp126,2093,196645610.56873345
INM-CM4-8_ssp126,2094,194470181.53868672
INM-CM4-8_ssp126,2095,188496656.67567304
INM-CM4-8_ssp126,2096,183128855.04467103
INM-CM4-8_ssp126,2097,181662415.48099393
INM-CM4-8_ssp126,2098,181591759.2445893
INM-CM4-8_ssp126,2099,181350719.25940478
INM-CM4-8_ssp126,2100,180998851.08546913
INM-CM5-0_ssp126,2023,4720887692.219808
INM-CM5-0_ssp126,2024,4516009143.458782
INM-CM5-0_ssp126,2025,4321024400.986753
INM-CM5-0_ssp126,2026,4079345379.6500306
INM-CM5-0_ssp126,2027,3766295707.153443
INM-CM5-0_ssp126,2028,3579080899.821109
INM-CM5-0_ssp126,2029,3526646249.9235845
INM-CM5-0_ssp126,2030,3288901557.5241823
INM-CM5-0_ssp126,2031,3046605895.3880906
INM-CM5-0_ssp126,2032,2881981832.378806
INM-CM5-0_ssp126,2033,2652692341.783495
INM-CM5-0_ssp126,2034,2518393712.5939274
INM-CM5-0_ssp126,2035,2381132322.8179097
INM-CM5-0_ssp126,2036,2278824122.1328063
INM-CM5-0_ssp126,2037,1991763741.7150102
INM-CM5-0_ssp126,2038,1813171668.511628
INM-CM5-0_ssp126,2039,1583623924.3007677
INM-CM5-0_ssp126,2040,1447651198.244215
INM-CM5-0_ssp126,2041,1323463050.4464438
INM-CM5-0_ssp126,2042,1228358905.2251356
INM-CM5-0_ssp126,2043,1152092570.5897872
INM-CM5-0_ssp126,2044,1083816865.6207066
INM-CM5-0_ssp126,2045,1047074690.6869698
INM-CM5-0_ssp126,2046,984569108.8056715
INM-CM5-0_ssp126,2047,960330331.4120476
INM-CM5-0_ssp126,2048,878145172.7239146
INM-CM5-0_ssp126,2049,819221322.1966497
INM-CM5-0_ssp126,2050,789204080.6370751
INM-CM5-0_ssp126,2051,739697360.4339728
INM-CM5-0_ssp126,2052,640755601.3661997
INM-CM5-0_ssp126,2053,626746171.5393676
INM-CM5-0_ssp126,2054,583931031.713679
INM-CM5-0_ssp126,2055,553198806.7266917
INM-CM5-0_ssp126,2056,525527561.6399852
INM-CM5-0_ssp126,2057,490012487.1505194
INM-CM5-0_ssp126,2058,485790337.9859703
INM-CM5-0_ssp126,2059,454665802.48351675
INM-CM5-0_ssp126,2060,428975376.07312554
INM-CM5-0_ssp126,2061,425684721.6267288
INM-CM5-0_ssp126,2062,359217947.8530751
INM-CM5-0_ssp126,2063,350952121.0474216
INM-CM5-0_ssp126,2064,342711662.598628
INM-CM5-0_ssp126,2065,328791336.060435
INM-CM5-0_ssp126,2066,315624232.73617816
INM-CM5-0_ssp126,2067,309731494.43528247
INM-CM5-0_ssp126,2068,306847744.2768359
INM-CM5-0_ssp126,2069,294674855.5026834
INM-CM5-0_ssp126,2070,281519409.2041433
INM-CM5-0_ssp126,2071,266156157.70272517
INM-CM5-0_ssp126,2072,263635773.5082391
INM-CM5-0_ssp126,2073,254646894.715117
INM-CM5-0_ssp126,2074,246134628.14144668
INM-CM5-0_ssp126,2075,237443072.9353825
INM-CM5-0_ssp126,2076,237279031.43831676
INM-CM5-0_ssp126,2077,237164129.9971152
INM-CM5-0_ssp126,2078,232448589.43020186
INM-CM5-0_ssp126,2079,231759395.53118533
INM-CM5-0_ssp126,2080,221383407.37214035
