time,gcm_ssp,hydro_year,hydro_month,calendar_year,calendar_month,area
2023.0,ACCESS-CM2_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-CM2_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,ACCESS-CM2_ssp245,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-CM2_ssp370,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-CM2_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-CM2_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-CM2_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-CM2_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,ACCESS-ESM1-5_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-ESM1-5_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,ACCESS-ESM1-5_ssp245,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-ESM1-5_ssp370,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-ESM1-5_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-ESM1-5_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-ESM1-5_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,ACCESS-ESM1-5_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,BCC-CSM2-MR_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,BCC-CSM2-MR_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,BCC-CSM2-MR_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,BCC-CSM2-MR_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,BCC-CSM2-MR_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,BCC-CSM2-MR_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,BCC-CSM2-MR_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,BCC-CSM2-MR_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CAMS-CSM1-0_ssp119,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CAMS-CSM1-0_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CAMS-CSM1-0_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CAMS-CSM1-0_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CAMS-CSM1-0_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,CAMS-CSM1-0_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,CAMS-CSM1-0_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,CAMS-CSM1-0_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,CESM2_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,CESM2_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,CESM2_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,CESM2_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2-WACCM_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,CESM2-WACCM_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2-WACCM_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2-WACCM_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2-WACCM_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,CESM2-WACCM_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,CESM2-WACCM_ssp534-over,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CESM2-WACCM_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CMCC-CM2-SR5_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,CMCC-CM2-SR5_ssp126,2023.0,1.0,2023.0,1.0,0.0
2023.0,CMCC-CM2-SR5_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CMCC-CM2-SR5_ssp370,2023.0,1.0,2023.0,1.0,0.0
2023.0,CMCC-CM2-SR5_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,CMCC-CM2-SR5_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,CMCC-CM2-SR5_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,CMCC-CM2-SR5_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CanESM5_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,CanESM5_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CanESM5_ssp245,2023.0,1.0,2023.0,1.0,0.0
2023.0,CanESM5_ssp370,2023.0,1.0,2023.0,1.0,0.0
2023.0,CanESM5_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,CanESM5_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,CanESM5_ssp534-over,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,CanESM5_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,EC-Earth3_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,EC-Earth3_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,EC-Earth3_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,EC-Earth3_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3-Veg_ssp119,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3-Veg_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3-Veg_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3-Veg_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,EC-Earth3-Veg_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,EC-Earth3-Veg_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,EC-Earth3-Veg_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,EC-Earth3-Veg_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,FGOALS-f3-L_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,FGOALS-f3-L_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,FGOALS-f3-L_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,FGOALS-f3-L_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,FGOALS-f3-L_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,FGOALS-f3-L_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,FGOALS-f3-L_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,FGOALS-f3-L_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,GFDL-ESM4_ssp119,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,GFDL-ESM4_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,GFDL-ESM4_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,GFDL-ESM4_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,GFDL-ESM4_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,GFDL-ESM4_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,GFDL-ESM4_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,GFDL-ESM4_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,INM-CM4-8_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,INM-CM4-8_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,INM-CM4-8_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,INM-CM4-8_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,INM-CM4-8_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,INM-CM4-8_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,INM-CM4-8_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,INM-CM4-8_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,INM-CM5-0_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,INM-CM5-0_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,INM-CM5-0_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,INM-CM5-0_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,INM-CM5-0_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,INM-CM5-0_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,INM-CM5-0_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,INM-CM5-0_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,IPSL-CM6A-LR_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,IPSL-CM6A-LR_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,IPSL-CM6A-LR_ssp245,2023.0,1.0,2023.0,1.0,0.0
2023.0,IPSL-CM6A-LR_ssp370,2023.0,1.0,2023.0,1.0,0.0
2023.0,IPSL-CM6A-LR_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,IPSL-CM6A-LR_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,IPSL-CM6A-LR_ssp534-over,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,IPSL-CM6A-LR_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MPI-ESM1-2-HR_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,MPI-ESM1-2-HR_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MPI-ESM1-2-HR_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MPI-ESM1-2-HR_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MPI-ESM1-2-HR_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,MPI-ESM1-2-HR_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,MPI-ESM1-2-HR_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,MPI-ESM1-2-HR_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MRI-ESM2-0_ssp119,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MRI-ESM2-0_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MRI-ESM2-0_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MRI-ESM2-0_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MRI-ESM2-0_ssp434,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MRI-ESM2-0_ssp460,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MRI-ESM2-0_ssp534-over,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,MRI-ESM2-0_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,NorESM2-MM_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,NorESM2-MM_ssp126,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,NorESM2-MM_ssp245,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,NorESM2-MM_ssp370,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,NorESM2-MM_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,NorESM2-MM_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,NorESM2-MM_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,NorESM2-MM_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2023.0,TaiESM1_ssp119,2023.0,1.0,2023.0,1.0,0.0
2023.0,TaiESM1_ssp126,2023.0,1.0,2023.0,1.0,0.0
2023.0,TaiESM1_ssp245,2023.0,1.0,2023.0,1.0,0.0
2023.0,TaiESM1_ssp370,2023.0,1.0,2023.0,1.0,0.0
2023.0,TaiESM1_ssp434,2023.0,1.0,2023.0,1.0,0.0
2023.0,TaiESM1_ssp460,2023.0,1.0,2023.0,1.0,0.0
2023.0,TaiESM1_ssp534-over,2023.0,1.0,2023.0,1.0,0.0
2023.0,TaiESM1_ssp585,2023.0,1.0,2023.0,1.0,136091195.0697921
2024.0,ACCESS-CM2_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-CM2_ssp126,2024.0,1.0,2024.0,1.0,133345861.48614082
2024.0,ACCESS-CM2_ssp245,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-CM2_ssp370,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-CM2_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-CM2_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-CM2_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-CM2_ssp585,2024.0,1.0,2024.0,1.0,133448039.61971794
2024.0,ACCESS-ESM1-5_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-ESM1-5_ssp126,2024.0,1.0,2024.0,1.0,133751773.46851365
2024.0,ACCESS-ESM1-5_ssp245,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-ESM1-5_ssp370,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-ESM1-5_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-ESM1-5_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-ESM1-5_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,ACCESS-ESM1-5_ssp585,2024.0,1.0,2024.0,1.0,130331018.19984299
2024.0,BCC-CSM2-MR_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,BCC-CSM2-MR_ssp126,2024.0,1.0,2024.0,1.0,133512608.15105866
2024.0,BCC-CSM2-MR_ssp245,2024.0,1.0,2024.0,1.0,131253931.02045035
2024.0,BCC-CSM2-MR_ssp370,2024.0,1.0,2024.0,1.0,132108199.31079906
2024.0,BCC-CSM2-MR_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,BCC-CSM2-MR_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,BCC-CSM2-MR_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,BCC-CSM2-MR_ssp585,2024.0,1.0,2024.0,1.0,132381622.90408422
2024.0,CAMS-CSM1-0_ssp119,2024.0,1.0,2024.0,1.0,134346782.34718138
2024.0,CAMS-CSM1-0_ssp126,2024.0,1.0,2024.0,1.0,133937531.01324534
2024.0,CAMS-CSM1-0_ssp245,2024.0,1.0,2024.0,1.0,133778932.58383694
2024.0,CAMS-CSM1-0_ssp370,2024.0,1.0,2024.0,1.0,133902187.80134249
2024.0,CAMS-CSM1-0_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,CAMS-CSM1-0_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,CAMS-CSM1-0_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,CAMS-CSM1-0_ssp585,2024.0,1.0,2024.0,1.0,140502127.21068734
2024.0,CESM2_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,CESM2_ssp126,2024.0,1.0,2024.0,1.0,132373723.0350091
2024.0,CESM2_ssp245,2024.0,1.0,2024.0,1.0,131476210.33776489
2024.0,CESM2_ssp370,2024.0,1.0,2024.0,1.0,130797468.14490882
2024.0,CESM2_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,CESM2_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,CESM2_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,CESM2_ssp585,2024.0,1.0,2024.0,1.0,133473284.48489435
2024.0,CESM2-WACCM_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,CESM2-WACCM_ssp126,2024.0,1.0,2024.0,1.0,133550174.89565754
2024.0,CESM2-WACCM_ssp245,2024.0,1.0,2024.0,1.0,132307875.77678216
2024.0,CESM2-WACCM_ssp370,2024.0,1.0,2024.0,1.0,134671517.7595673
2024.0,CESM2-WACCM_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,CESM2-WACCM_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,CESM2-WACCM_ssp534-over,2024.0,1.0,2024.0,1.0,132831251.52225502
2024.0,CESM2-WACCM_ssp585,2024.0,1.0,2024.0,1.0,132831251.52225502
2024.0,CMCC-CM2-SR5_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,CMCC-CM2-SR5_ssp126,2024.0,1.0,2024.0,1.0,0.0
2024.0,CMCC-CM2-SR5_ssp245,2024.0,1.0,2024.0,1.0,151781864.96844605
2024.0,CMCC-CM2-SR5_ssp370,2024.0,1.0,2024.0,1.0,0.0
2024.0,CMCC-CM2-SR5_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,CMCC-CM2-SR5_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,CMCC-CM2-SR5_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,CMCC-CM2-SR5_ssp585,2024.0,1.0,2024.0,1.0,133068003.59443967
2024.0,CanESM5_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,CanESM5_ssp126,2024.0,1.0,2024.0,1.0,130621837.99286494
2024.0,CanESM5_ssp245,2024.0,1.0,2024.0,1.0,0.0
2024.0,CanESM5_ssp370,2024.0,1.0,2024.0,1.0,0.0
2024.0,CanESM5_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,CanESM5_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,CanESM5_ssp534-over,2024.0,1.0,2024.0,1.0,149217841.51194084
2024.0,CanESM5_ssp585,2024.0,1.0,2024.0,1.0,149217841.51194084
2024.0,EC-Earth3_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,EC-Earth3_ssp126,2024.0,1.0,2024.0,1.0,131031221.2129044
2024.0,EC-Earth3_ssp245,2024.0,1.0,2024.0,1.0,131064302.43647037
2024.0,EC-Earth3_ssp370,2024.0,1.0,2024.0,1.0,131261862.52275942
2024.0,EC-Earth3_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,EC-Earth3_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,EC-Earth3_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,EC-Earth3_ssp585,2024.0,1.0,2024.0,1.0,131100362.5918833
2024.0,EC-Earth3-Veg_ssp119,2024.0,1.0,2024.0,1.0,137600030.05845934
2024.0,EC-Earth3-Veg_ssp126,2024.0,1.0,2024.0,1.0,134049676.42567295
2024.0,EC-Earth3-Veg_ssp245,2024.0,1.0,2024.0,1.0,132208966.35731605
2024.0,EC-Earth3-Veg_ssp370,2024.0,1.0,2024.0,1.0,134257602.68510956
2024.0,EC-Earth3-Veg_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,EC-Earth3-Veg_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,EC-Earth3-Veg_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,EC-Earth3-Veg_ssp585,2024.0,1.0,2024.0,1.0,133464904.38807394
2024.0,FGOALS-f3-L_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,FGOALS-f3-L_ssp126,2024.0,1.0,2024.0,1.0,132658309.32583737
2024.0,FGOALS-f3-L_ssp245,2024.0,1.0,2024.0,1.0,134753697.0721689
2024.0,FGOALS-f3-L_ssp370,2024.0,1.0,2024.0,1.0,133048801.33866225
2024.0,FGOALS-f3-L_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,FGOALS-f3-L_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,FGOALS-f3-L_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,FGOALS-f3-L_ssp585,2024.0,1.0,2024.0,1.0,136025088.3590479
2024.0,GFDL-ESM4_ssp119,2024.0,1.0,2024.0,1.0,133609475.8594361
2024.0,GFDL-ESM4_ssp126,2024.0,1.0,2024.0,1.0,133308247.47410871
2024.0,GFDL-ESM4_ssp245,2024.0,1.0,2024.0,1.0,133395617.99934071
2024.0,GFDL-ESM4_ssp370,2024.0,1.0,2024.0,1.0,133859861.49228023
2024.0,GFDL-ESM4_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,GFDL-ESM4_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,GFDL-ESM4_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,GFDL-ESM4_ssp585,2024.0,1.0,2024.0,1.0,134238454.1702785
2024.0,INM-CM4-8_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,INM-CM4-8_ssp126,2024.0,1.0,2024.0,1.0,133187058.9536705
2024.0,INM-CM4-8_ssp245,2024.0,1.0,2024.0,1.0,131708340.62546107
2024.0,INM-CM4-8_ssp370,2024.0,1.0,2024.0,1.0,134240235.83965135
2024.0,INM-CM4-8_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,INM-CM4-8_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,INM-CM4-8_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,INM-CM4-8_ssp585,2024.0,1.0,2024.0,1.0,134635678.7547351
2024.0,INM-CM5-0_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,INM-CM5-0_ssp126,2024.0,1.0,2024.0,1.0,133241690.72340955
2024.0,INM-CM5-0_ssp245,2024.0,1.0,2024.0,1.0,133723569.52617544
2024.0,INM-CM5-0_ssp370,2024.0,1.0,2024.0,1.0,132568995.8484499
2024.0,INM-CM5-0_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,INM-CM5-0_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,INM-CM5-0_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,INM-CM5-0_ssp585,2024.0,1.0,2024.0,1.0,134035309.78442265
2024.0,IPSL-CM6A-LR_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,IPSL-CM6A-LR_ssp126,2024.0,1.0,2024.0,1.0,129316935.3797494
2024.0,IPSL-CM6A-LR_ssp245,2024.0,1.0,2024.0,1.0,0.0
2024.0,IPSL-CM6A-LR_ssp370,2024.0,1.0,2024.0,1.0,0.0
2024.0,IPSL-CM6A-LR_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,IPSL-CM6A-LR_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,IPSL-CM6A-LR_ssp534-over,2024.0,1.0,2024.0,1.0,129351783.88001649
2024.0,IPSL-CM6A-LR_ssp585,2024.0,1.0,2024.0,1.0,129351783.88001649
2024.0,MPI-ESM1-2-HR_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,MPI-ESM1-2-HR_ssp126,2024.0,1.0,2024.0,1.0,133105842.52795978
2024.0,MPI-ESM1-2-HR_ssp245,2024.0,1.0,2024.0,1.0,156317305.9130457
2024.0,MPI-ESM1-2-HR_ssp370,2024.0,1.0,2024.0,1.0,133692063.29190643
2024.0,MPI-ESM1-2-HR_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,MPI-ESM1-2-HR_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,MPI-ESM1-2-HR_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,MPI-ESM1-2-HR_ssp585,2024.0,1.0,2024.0,1.0,134281589.0495487
2024.0,MRI-ESM2-0_ssp119,2024.0,1.0,2024.0,1.0,131183456.8450744
2024.0,MRI-ESM2-0_ssp126,2024.0,1.0,2024.0,1.0,130553676.20493823
2024.0,MRI-ESM2-0_ssp245,2024.0,1.0,2024.0,1.0,131091308.89173733
2024.0,MRI-ESM2-0_ssp370,2024.0,1.0,2024.0,1.0,131082185.63534255
2024.0,MRI-ESM2-0_ssp434,2024.0,1.0,2024.0,1.0,132105594.23101275
2024.0,MRI-ESM2-0_ssp460,2024.0,1.0,2024.0,1.0,132234263.94416964
2024.0,MRI-ESM2-0_ssp534-over,2024.0,1.0,2024.0,1.0,131819501.27717823
2024.0,MRI-ESM2-0_ssp585,2024.0,1.0,2024.0,1.0,131819501.27717823
2024.0,NorESM2-MM_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,NorESM2-MM_ssp126,2024.0,1.0,2024.0,1.0,133295848.14825669
2024.0,NorESM2-MM_ssp245,2024.0,1.0,2024.0,1.0,133457240.57955149
2024.0,NorESM2-MM_ssp370,2024.0,1.0,2024.0,1.0,132107218.42284167
2024.0,NorESM2-MM_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,NorESM2-MM_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,NorESM2-MM_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,NorESM2-MM_ssp585,2024.0,1.0,2024.0,1.0,132928555.82919475
2024.0,TaiESM1_ssp119,2024.0,1.0,2024.0,1.0,0.0
2024.0,TaiESM1_ssp126,2024.0,1.0,2024.0,1.0,0.0
2024.0,TaiESM1_ssp245,2024.0,1.0,2024.0,1.0,0.0
2024.0,TaiESM1_ssp370,2024.0,1.0,2024.0,1.0,0.0
2024.0,TaiESM1_ssp434,2024.0,1.0,2024.0,1.0,0.0
2024.0,TaiESM1_ssp460,2024.0,1.0,2024.0,1.0,0.0
2024.0,TaiESM1_ssp534-over,2024.0,1.0,2024.0,1.0,0.0
2024.0,TaiESM1_ssp585,2024.0,1.0,2024.0,1.0,133577926.67451295
2025.0,ACCESS-CM2_ssp119,2025.0,1.0,2025.0,1.0,0.0
2025.0,ACCESS-CM2_ssp126,2025.0,1.0,2025.0,1.0,128483382.38036573
2025.0,ACCESS-CM2_ssp245,2025.0,1.0,2025.0,1.0,0.0
2025.0,ACCESS-CM2_ssp370,2025.0,1.0,2025.0,1.0,0.0
2025.0,ACCESS-CM2_ssp434,2025.0,1.0,2025.0,1.0,0.0
2025.0,ACCESS-CM2_ssp460,2025.0,1.0,2025.0,1.0,0.0
2025.0,ACCESS-CM2_ssp534-over,2025.0,1.0,2025.0,1.0,0.0
2025.0,ACCESS-CM2_ssp585,2025.0,1.0,2025.0,1.0,130449136.8651841
2025.0,ACCESS-ESM1-5_ssp119,2025.0,1.0,2025.0,1.0,0.0
2025.0,ACCESS-ESM1-5_ssp126,2025.0,1.0,2025.0,1.0,137032748.13732097
